id,doi,doi_norm,donor,acceptor,donor_canonical,acceptor_canonical,donor_smiles,acceptor_smiles,voc,jsc,ff,pce,pce_recomputed,pce_relative_error_percent,pce_avg,pce_best,d_a_ratio,additive,additive_canonical,additive_ratio,device_structure,device_type,etl,etl_canonical,htl,htl_canonical,active_layer_thickness,solvent,solvent_canonical,annealing_temp,homo_d,lumo_d,eg_d,homo_a,lumo_a,eg_a
62436,10.1016/j.synthmet.2020.116611,10.1016/j.synthmet.2020.116611,AnE-PVab,PCBM,AnE-PVab,PCBM,,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=CC7=CC=CC1=C7C6=C5C4=C3,0.8,7.42,53.2,3.13,3.1579520000000003,0.8930351437699815,3.13,,1:3 wt/wt,,,,ITO/PEDOT:PSS/AnE-PVab:PCBM/Ca/Ag,conventional,Ca,Ca,PEDOT:PSS,PEDOT:PSS,,chlorobenzene,,115.0,,,,-6.1,-3.7,
62437,10.1016/j.synthmet.2020.116611,10.1016/j.synthmet.2020.116611,AnE-PVab,PCBM,AnE-PVab,PCBM,,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=CC7=CC=CC1=C7C6=C5C4=C3,0.79,7.04,52.6,2.92,2.9254016000000003,0.1849863013698746,2.92,,1:3 wt/wt,,,,ITO/PEDOT:PSS/AnE-PVab:PCBM/Ca/Ag,conventional,Ca,Ca,PEDOT:PSS,PEDOT:PSS,,chlorobenzene,,120.0,,,,-6.1,-3.7,
62438,10.1016/j.synthmet.2020.116611,10.1016/j.synthmet.2020.116611,AnE-PVab,PCBM,AnE-PVab,PCBM,,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=CC7=CC=CC1=C7C6=C5C4=C3,0.78,6.8,51.7,2.74,2.7421680000000004,0.079124087591247,2.74,,1:3 wt/wt,,,,ITO/PEDOT:PSS/AnE-PVab:PCBM/Ca/Ag,conventional,Ca,Ca,PEDOT:PSS,PEDOT:PSS,,chlorobenzene,,125.0,,,,-6.1,-3.7,
62439,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,P3HT,[60]PCBM,P3HT,PCBM,CCCCCCc1ccsc1,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=CC7=CC=CC1=C7C6=C5C4=C3,0.599,8.5,60.0,3.0,3.0549,1.8299999999999983,,,,,,,,inverted,,,,,,,,,-5.01,-3.12,,-6.1,-3.7,
62440,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,P3HT,F2,P3HT,F2,CCCCCCc1ccsc1,CCCCCCCCCCCCCCCCC(CC)c1nc2c3nc4c(-c5cc(CCCCCCCCCCCC)cs5)c5nsnc5c(-c5cc(CCCCCCCCCCCC)c(-c6cc7c(CCCCCCCCCCC)c(CCCCCCCCCCC)c8ccsc8c7s6)s5)c4nc3c3nc(C(CC)CCCCCCCCCCCCCCCC)sc3c2s1,0.795,8.1,53.0,3.4,3.412935,0.3804411764705924,,,,,,,inverted,inverted,Yb,,MoO3,,,chlorobenzene,,,-5.01,-3.12,,,,
62441,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,P3HT,bis-[60]PCBM,P3HT,bis-[60]PCBM,CCCCCCc1ccsc1,,0.715,6.6,55.0,2.6,2.59545,0.1750000000000191,,,,,,,inverted,inverted,Yb,,MoO3,,,chlorobenzene,,,-5.01,-3.12,,,,
62442,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,PCDTBT,[60]PCBM,PCDTBT,PCBM,CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,CCCCC(=O)OCC1(C2=CC=CC=C2)C3=CC=CC4=CC=CC5=CC=CC6=CC=CC7=CC=CC1=C7C6=C5C4=C3,0.871,7.8,60.0,4.1,4.07628,0.5785365853658528,,,,,,,inverted,inverted,Yb,,MoO3,,,"1,2-dichlorobenzene",,,-5.5,-3.6,,-6.1,-3.7,
62443,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,PCDTBT,F2,PCDTBT,F2,CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,CCCCCCCCCCCCCCCCC(CC)c1nc2c3nc4c(-c5cc(CCCCCCCCCCCC)cs5)c5nsnc5c(-c5cc(CCCCCCCCCCCC)c(-c6cc7c(CCCCCCCCCCC)c(CCCCCCCCCCC)c8ccsc8c7s6)s5)c4nc3c3nc(C(CC)CCCCCCCCCCCCCCCC)sc3c2s1,1.005,6.3,48.0,3.1,3.03912,1.963870967741952,,,,,,,inverted,inverted,Yb,,MoO3,,,"1,2-dichlorobenzene",,,-5.5,-3.6,,,,
62444,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,PCDTBT,bis-[60]PCBM,PCDTBT,bis-[60]PCBM,CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,,0.931,4.4,35.0,1.4,1.4337400000000002,2.4100000000000232,,,,,,,inverted,inverted,Yb,,MoO3,,,"1,2-dichlorobenzene",,,-5.5,-3.6,,,,
62445,10.1016/j.synthmet.2020.116632,10.1016/j.synthmet.2020.116632,PCDTBT,[60]ICBA,PCDTBT,[60]ICBA,CCCCCCCCC(CCCCCCCC)n1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc21,,1.063,3.6,44.0,1.7,1.683792,0.9534117647058824,,,,,,,inverted,inverted,Yb,,MoO3,,,"1,2-dichlorobenzene",,,-5.5,-3.6,,,,
62446,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T-SF,IT-4F,PBDB-T-SF,IT-4F,CCCCC(CC)CSc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(F)c(SCC(CC)CCCC)s3)c3ccsc23)cc1F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.88,20.88,71.3,13.1,13.100947199999998,0.0072305343511359,,,,,,,ITO/ZnO/PBDB-T-SF:IT-4F/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.41,-3.62,,-5.66,-4.14,
62447,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-TF,IT-4F,PM6,IT-4F,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.84,20.81,76.0,13.2,13.285104,0.6447272727272683,,,,,,,ITO/ZnO/PBDB-T-2F:IT-4F/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.49,-3.64,,-5.66,-4.14,
62448,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T-2Cl,IT-4F,PBDB-T-2Cl,IT-4F,CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(Cl)c(CC(CC)CCCC)s3)c3ccsc23)cc1Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.86,21.8,76.0,14.4,14.248480000000002,1.0522222222222075,,,,,,,ITO/ZnO/PBDB-T-2Cl:IT-4F/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.52,-3.6,,-5.66,-4.14,
62449,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-TF,IDTN,PM6,IDT-N,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc7ccccc7cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc6ccccc6cc5C3=C(C#N)C#N)sc2-4)cc1,0.94,16.58,78.0,12.2,12.156456,0.3569180327868909,,,,,,,ITO/PEDOT:PSS/ PBDB-TF:IDTN/PFN-Br/Al,conventional,PFN-Br,,PEDOT:PSS,,,,,,-5.49,-3.64,,-5.8,-3.98,
62450,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,ITIC,PBDB-T,ITIC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.9,16.8,74.2,11.22,11.21904,0.008556149732613,,,,,,,ITO/ZnO/PBDB-T:ITIC/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.576,-3.916,
62451,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,ITCT,PBDB-T,ITCPTC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,0.85,17.88,72.3,11.27,10.988154,2.500851818988463,,,,,,,ITO/PEDOT:PSS/PBDB-T:ITCT/CBL/Al,conventional,CBL,,PEDOT:PSS,,,,,,-5.33,-3.48,,-5.585,-3.826,
62452,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,ITCC,PBDB-T,ITCC,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1,1.01,15.9,71.0,11.4,11.401890000000002,0.0165789473684322,,,,,,,ITO/PEDOT:PSS/PBDB-T:ITCC/PFN-Br/Al,conventional,PFN-Br,,PEDOT:PSS,,,,,,-5.33,-3.48,,-5.508,-3.8,
62453,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-M,PBDB-T,IT-M,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.8,20.51,70.0,11.48,11.485600000000002,0.0487804878048881,,,,,,,ITO/ZnO/PBDB-T:IT-M/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.514,-3.808,
62454,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-DM,PBDB-T,IT-DM,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(C)c(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(C)c(C)cc5C4=C(C#N)C#N)sc23)cc1,0.97,16.48,70.6,11.29,11.285833599999998,0.036903454384418,,,,,,,ITO/ZnO/PBDB-T:IT-M/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.57,-3.88,
62455,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-M,PBDB-T,IT-M,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,0.95,17.34,73.2,12.1,12.058236,0.3451570247933932,,,,,,,ITO/EDTA-ZnO/PBDB-T:IT-M/MoO3/Al,,EDTA-ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.514,-3.808,
62456,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-OM-1,PBDB-T,IT-OM-1,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cccc(OC)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cccc(OC)c5C4=C(C#N)C#N)sc23)cc1,1.01,12.31,51.0,6.3,6.340881,0.6489047619047716,,,,,,,ITO/ZnO/PBDB-T:IT-OM-1/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.5,-3.76,
62457,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-OM-2,PBDB-T,IT-OM-2,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,0.93,17.53,73.0,11.9,11.901117,0.0093865546218546,,,,,,,ITO/ZnO/PBDB-T:IT-OM-2/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.49,-3.86,
62458,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-OM-3,PBDB-T,IT-OM-3,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(OC)ccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(OC)ccc5C4=C(C#N)C#N)sc23)cc1,0.97,16.38,68.0,10.8,10.804248,0.0393333333333212,,,,,,,ITO/ZnO/PBDB-T:IT-OM-3/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.52,-3.8,
62459,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-OM-4,PBDB-T,IT-OM-4,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(OC)cccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(OC)cccc5C4=C(C#N)C#N)sc23)cc1,0.96,14.69,56.0,7.9,7.897343999999999,0.0336202531645681,,,,,,,ITO/ZnO/PBDB-T:IT-OM-4/MoO3/Al,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.49,-3.81,
62460,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IDTO,PBDB-T,IDTO,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,0.94,16.25,65.41,10.02,9.9913775,0.2856536926147793,,,,,,,ITO/PEDOT:PSS/PBDB-T:IDTO/PDINO/Al,conventional,PDINO,,PEDOT:PSS,,,,,,-5.33,-3.48,,-5.11,-3.38,
62461,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IDT-BOC6,PBDB-T,IDT-BOC6,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(C=C5C(=O)c6ccccc6C5=C(C#N)C#N)cc3OCCCCCC)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)c(OCCCCCC)cc1C=C1C(=O)c2ccccc2C1=C(C#N)C#N,1.01,17.52,54.0,9.6,9.555408,0.4644999999999973,,,,,,,ITO/ZnO/PBDB-T:IDT-BOC6/MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.51,-3.78,
62462,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IDT-OB,PBDB-T,IDT-OB,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCC1(c2ccc(CCCCCC)cc2)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)cc21)C(CCCCCCCC)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3,0.88,16.18,71.1,10.12,10.1235024,0.0346086956521773,,,,,,,ITO/ZnO/PBDB-T:IDT-OB/MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.77,-3.87,
62463,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IDT-2O,PBDB-T,IDT-2O,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3,0.86,15.64,72.3,9.68,9.7246392,0.4611487603305669,,,,,,,ITO/ZnO/PBDB-T:IDT-2O/MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.73,-3.85,
62464,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IDT-NTI-2EH,PBDB-T,IDT-NTI-2EH,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5cc6c7c8c(ccc9c8c(c6s5)C(=O)N(CC)C9=O)C(=O)N(CC)C7=O)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3cc5c6c7c(ccc8c7c(c5s3)C(=O)N(CC)C8=O)C(=O)N(CC)C6=O)sc2-4)cc1,0.92,14.43,69.0,9.07,9.160164000000002,0.994090407938274,,,,,,,ITO/ZnO/PBDB-T: IDT-NTI-2EH /MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.4,-3.9,
62465,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,IT-4F,PBDB-T,IT-4F,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,0.71,19.31,63.0,9.51,8.637362999999999,9.175993690851746,,,,,,,ITO/PEDOT:PSS/PBDB-T:ITIC-F/PDINO/Al,conventional,PDINO,,PEDOT:PSS,,,,,,-5.33,-3.48,,-5.66,-4.14,
62466,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-ST,ITIC-SC2C6,PBDB-ST,ITIC-SC2C6,CCCCC(CC)CSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(SCC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)CSc1ccc(C2(c3ccc(SCC(CC)CCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CC)CCCC)cc2)(c2ccc(SCC(CC)CCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.92,15.32,64.01,9.16,9.02182544,1.5084558951965013,,,,,,,ITO/ZnO/PBDB-ST:ITIC-SC2C6/MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.37,-3.59,,-5.74,-3.86,
62467,10.1016/j.synthmet.2021.116736,10.1016/j.synthmet.2021.116736,PBDB-T,ITIC-C9,PBDB-T,ITIC-C9,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCc1ccc(C2(c3ccc(CCCCCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCCCCC)cc2)(c2ccc(CCCCCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,0.87,15.1,68.7,9.53,9.025119,5.297806925498418,,,,,,,ITO/ZnO/PBDB-T:ITIC-C9/MoO3/Ag,inverted,ZnO,,MoO3,,,,,,-5.33,-3.48,,-5.78,-3.97,
