record_id,doi,donor_smiles,acceptor_smiles,pce,homo_d,lumo_d,homo_a,lumo_a,active_layer_thickness,annealing_temp,d_a_ratio,additive_ratio,device_type,etl_canonical,htl_canonical,solvent_canonical,additive_canonical
60921,10.1016/j.polymer.2024.127376,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,17.9,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PFN-Br,PEDOT:PSS,,
60922,10.1016/j.polymer.2024.127376,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,17.65,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PFN-Br,PEDOT:PSS,,
60924,10.1016/j.polymer.2024.127376,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,18.5,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PFN-Br,PEDOT:PSS,,
60925,10.1016/j.polymer.2024.127376,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCC(CC)CCCC)c4c3n(CCC(CC)CCCC)c21,18.16,-5.51,-2.77,-5.64,-3.86,,,,,conventional,PFN-Br,PEDOT:PSS,,
60926,10.1016/j.polymer.2024.127376,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CCCC)CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCCCCCCCCCc5ccccc5)c4c3n(CCCCCCCCCCc3ccccc3)c21,15.52,-5.51,-2.77,-5.66,-3.89,,,,,conventional,PFN-Br,PEDOT:PSS,,
60927,10.1016/j.polymer.2024.127376,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,16.46,-5.56,-3.65,-5.68,-3.9,,,1:1.2:0,,conventional,PFN-Br,PEDOT:PSS,,
60932,10.1016/j.polymer.2024.127376,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(C)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc23)cc1,11.46,-5.56,-3.65,-5.514,-3.808,,,1:0:1.2,,conventional,PFN-Br,PEDOT:PSS,,
60933,10.1016/j.polymer.2024.127376,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,16.92,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PFN-Br,PEDOT:PSS,,
60946,10.1016/j.polymer.2024.127780,CCCCCCc1cc(-c2c3sc4cc(-c5c(F)c(F)cc6nsnc56)sc4c3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3sc4ccsc4c23)sc1CC(CC)CCCC,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,9.16,,,-5.65,-4.09,100.0,,1:1,0 %,conventional,,,,
60947,10.1016/j.polymer.2024.127780,CCCCCCc1cc(-c2c3sc4cc(-c5c(F)c(F)cc6nsnc56)sc4c3c(-c3cc(CCCCCC)c(CC(CC)CCCC)s3)c3sc4ccsc4c23)sc1CC(CC)CCCC,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,9.64,,,-5.65,-4.09,100.0,,1:1,0.3 %,conventional,,,,GDTA
60972,10.1016/j.polymer.2025.128738,CCCCCCC(CCCC)Cc1csc(-c2cc3c(s2)-c2sc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc6c(-c7cc(F)c(CC(CC)CCCC)s7)c7sccc7c(-c7cc(F)c(CC(CC)CCCC)s7)c6s5)s4)cc2[C@H]2N=CC=N[C@H]32)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,16.39,-5.41,-2.82,-5.68,-3.94,,,,,conventional,PDIN,PEDOT:PSS,chlorobenzene,
60982,10.1016/j.porgcoat.2023.107819,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,7.2,-5.33,-3.48,-5.71,-4.02,,,2:1,,,,PEDOT:PSS,,
60983,10.1016/j.porgcoat.2023.107819,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C3=O,8.9,-5.33,-3.48,-5.71,-4.02,,,2:1,,,,TiO2:PEDOT:PSS,,
60984,10.1016/j.porgcoat.2024.108309,CCCCCCCCN1C(=O)c2c(c(-c3cc(F)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2cc(F)cs2)C1=O,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5c(F)cccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7c(ccc(-c8cccs8)c7F)C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,14.9,-5.25,-3.25,-5.715,-3.805,,,1:1,,,PFN-Br,,,
60985,10.1016/j.porgcoat.2024.108309,CCCCCCCCN1C(=O)c2c(c(-c3cc(F)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nn(CC(CC)CCCC)nc3c2-c2cc(F)cs2)C1=O,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5c(F)cccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7c(ccc(-c8cccs8)c7F)C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,16.0,-5.25,-3.25,-5.715,-3.805,,,1:1,,,Ti3C2:PFN-Br,,,
60986,10.1016/j.porgcoat.2024.108309,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.7,-5.51,-2.77,-5.68,-3.9,,,1:1.2,0 %,,PFN-Br,,,
60987,10.1016/j.porgcoat.2024.108309,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,19.3,-5.51,-2.77,-5.68,-3.9,,,1:1.2,2 %,,PFN-Br,,,
60988,10.1016/j.porgcoat.2024.108309,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,15.4,-5.56,-3.65,-5.68,-3.9,,,1:1.2,0 %,,PFN-Br,,,
60989,10.1016/j.porgcoat.2024.108309,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.5,-5.56,-3.65,-5.68,-3.9,,,1:1.2,2 %,,PFN-Br,,,
60996,10.1016/j.porgcoat.2025.109111,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,10.97,-5.33,-3.48,-5.576,-3.916,,,1:1,,,PFN-Br,,,
60997,10.1016/j.porgcoat.2025.109111,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,12.63,-5.33,-3.48,-5.576,-3.916,,,1:1,,,PFN-Br:Ag-Zn-N/C,,,
60998,10.1016/j.porgcoat.2025.109111,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.96,-5.51,-2.77,-5.68,-3.9,,,,,conventional,PFN-Br:Ag-Zn-N/C,PEDOT:PSS,,
60999,10.1016/j.porgcoat.2025.109111,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,19.16,-5.51,-2.77,-5.68,-3.9,,,,,conventional,PFN-Br:Ag-Zn-N/C,PEDOT:PSS,,
61000,10.1016/j.porgcoat.2025.109111,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,16.21,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PFN-Br:Ag-Zn-N/C,PEDOT:PSS,,
61001,10.1016/j.porgcoat.2025.109111,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.55,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PFN-Br:Ag-Zn-N/C,PEDOT:PSS,,
61077,10.1016/j.renene.2021.06.087,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,7.09,,,-5.576,-3.916,161.0,,1:1.5,,conventional,LiF,PEDOT:PSS,chlorobenzene,
61078,10.1016/j.renene.2021.06.087,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,7.94,,,-5.576,-3.916,161.0,,1:1,,conventional,LiF,PEDOT:PSS,chlorobenzene,
61079,10.1016/j.renene.2021.06.087,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,5.94,,,-5.576,-3.916,161.0,,1:0.8,,conventional,LiF,PEDOT:PSS,chlorobenzene,
61080,10.1016/j.renene.2021.06.087,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,4.56,,,-5.576,-3.916,,,1:1.5,,conventional,LiF,PEDOT:PSS,o-DCB,
61081,10.1016/j.renene.2021.06.087,CCCCCCCCc1cc(-c2c(-c3cccs3)sc3c(-c4cc(CCCCCCCC)c(CCCCCCCC)s4)c(-c4ccc(-c5cccc6nsnc56)s4)sc23)sc1CCCCCCCC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,5.99,,,-5.576,-3.916,,,1:1,1%,conventional,LiF,PEDOT:PSS,chlorobenzene,CN
61102,10.1016/j.rinp.2019.102819,C1=CC2=C3Nc4c5ccccc5c5n4[Cu]n4c(c6ccccc6c4NC4NC(=C6C=CC=CC64)N5)NC(N3)C2C=C1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,0.663,,,,,125.0,70.0,,,conventional,,PEDOT:PSS:AgNPs,,
61103,10.1016/j.rinp.2019.102819,C1=CC2=C3Nc4c5ccccc5c5n4[Cu]n4c(c6ccccc6c4NC4NC(=C6C=CC=CC64)N5)NC(N3)C2C=C1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,0.757,,,,,125.0,70.0,,,conventional,,PEDOT:PSS:AgNPs,,
61104,10.1016/j.rinp.2019.102819,C1=CC2=C3Nc4c5ccccc5c5n4[Cu]n4c(c6ccccc6c4NC4NC(=C6C=CC=CC64)N5)NC(N3)C2C=C1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,0.805,,,,,125.0,70.0,,,conventional,,PEDOT:PSS:AgNPs,,
61105,10.1016/j.rinp.2019.102819,C1=CC2=C3Nc4c5ccccc5c5n4[Cu]n4c(c6ccccc6c4NC4NC(=C6C=CC=CC64)N5)NC(N3)C2C=C1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,0.885,,,,,125.0,70.0,,,conventional,,PEDOT:PSS:AgNPs,,
61106,10.1016/j.rinp.2019.102819,C1=CC2=C3Nc4c5ccccc5c5n4[Cu]n4c(c6ccccc6c4NC4NC(=C6C=CC=CC64)N5)NC(N3)C2C=C1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,0.925,,,,,125.0,70.0,,,conventional,,PEDOT:PSS:AgNPs,,
61213,10.1016/j.rsurfi.2025.100542,CCCCCCc1cc(C)sc1C,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,1.753,-5.01,-3.12,-6.1,-3.7,200.0,120.0,,,conventional,LiF,PEDOT:PSS,chlorobenzene:chloroform (1:1),
61218,10.1016/j.rsurfi.2025.100542,CCCCCCc1cc(C)sc1C,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,2.97,-5.01,-3.12,-6.1,-3.7,,,,,conventional,,PEDOT:PSS,,NGQD:N719
61219,10.1016/j.rsurfi.2025.100542,CCCCCCc1cc(C)sc1C,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.61,-5.01,-3.12,-6.1,-3.7,,,,3 wt % graphene,conventional,,PEDOT:PSS,,graphene
61220,10.1016/j.rsurfi.2025.100542,CCCCCCc1cc(C)sc1C,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,2.87,-5.01,-3.12,-6.1,-3.7,,,,2 wt % CQDs; 4 wt % CdS QDs,,ZnO,,,CQDs+CdS QDs
61221,10.1016/j.rsurfi.2025.100542,CCCCCCc1cc(C)sc1C,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.29,-5.01,-3.12,-6.1,-3.7,,,,1.2 % Au; 0.3 % Ag NPs,conventional,LiF,PEDOT:PSS,,
