record_id,doi,donor_smiles,acceptor_smiles,pce,homo_d,lumo_d,homo_a,lumo_a,active_layer_thickness,annealing_temp,d_a_ratio,additive_ratio,device_type,etl_canonical,htl_canonical,solvent_canonical,additive_canonical
41700,10.1002/adfm.202414822,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.99,-5.51,-2.77,-5.68,-3.9,,,,,,PFN-Br,,,
41701,10.1002/adfm.202414822,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,18.01,-5.51,-2.77,-5.68,-3.9,,,,,,PDINN,,,
41702,10.1002/adfm.202414822,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,18.98,-5.51,-2.77,-5.68,-3.9,,,,,,PDINN,,,
41703,10.1002/adfm.202414822,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,16.93,-5.56,-3.65,-5.68,-3.94,1.19,,,,,PFN-Br,,,
41704,10.1002/adfm.202414822,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,16.97,-5.56,-3.65,-5.68,-3.94,,,,,,PDINN,,,
41705,10.1002/adfm.202414822,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,18.14,-5.56,-3.65,-5.68,-3.94,1.19,,,,,PDINN,,,
41706,10.1002/adfm.202414844,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(C(C)(C)C)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(C(C)(C)C)cc8C7=C(C#N)C#N)sc6c5n(C[C@H](CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,19.19,-5.56,-3.65,,,,,,,,,2PACz,,
41707,10.1002/adfm.202414844,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(C(C)(C)C)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(C(C)(C)C)cc8C7=C(C#N)C#N)sc6c5n(C[C@H](CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,17.7,-5.56,-3.65,,,,,,,,,PEDOT:PSS,,
41708,10.1002/adfm.202414844,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(C(C)(C)C)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(C(C)(C)C)cc8C7=C(C#N)C#N)sc6c5n(C[C@H](CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,17.64,-5.56,-3.65,,,,,,,,,2PACz,,
41709,10.1002/adfm.202414844,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(C(C)(C)C)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(C(C)(C)C)cc8C7=C(C#N)C#N)sc6c5n(C[C@H](CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,16.98,-5.56,-3.65,,,,,,,,,PEDOT:PSS,,
41710,10.1002/adfm.202414844,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5c(F)cccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7c(ccc(-c8cccs8)c7F)C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,16.22,-5.56,-3.65,-5.715,-3.805,,,,,,,2PACz,,
41711,10.1002/adfm.202414844,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5c(F)cccc5C4=C(C#N)C#N)c(CCCCCCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCCCCCC)c(/C=C6\C(=O)c7c(ccc(-c8cccs8)c7F)C6=C(C#N)C#N)sc5c4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c21,15.53,-5.56,-3.65,-5.715,-3.805,,,,,,,PEDOT:PSS,,
41712,10.1002/adfm.202414941,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,16.88,-5.56,-3.65,-5.68,-3.94,120.0,,,,,,,,
41713,10.1002/adfm.202414941,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,17.13,-5.56,-3.65,-5.68,-3.94,100.0,,,,,,,,
41714,10.1002/adfm.202414941,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,18.16,-5.56,-3.65,-5.68,-3.94,100.0,,,,,,,,
41715,10.1002/adfm.202414941,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9cccs9)ccc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,18.33,-5.56,-3.65,-5.68,-3.94,100.0,,,,,,2Cl-2PACz,,
41716,10.1002/adfm.202415090,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.37,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PDINN,PEDOT:PSS,,
41717,10.1002/adfm.202415090,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.62,-5.56,-3.65,-5.68,-3.9,,100.0,,,conventional,PDINN,PEDOT:PSS,,D1-H
41718,10.1002/adfm.202415090,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,17.73,-5.56,-3.65,-5.68,-3.9,,100.0,,,conventional,PDINN,PEDOT:PSS,,D1-F
41719,10.1002/adfm.202415090,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,18.59,-5.56,-3.65,-5.68,-3.9,,100.0,,,conventional,PDINN,PEDOT:PSS,,D1-Cl
41720,10.1002/adfm.202415090,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,18.21,-5.51,-2.77,-5.68,-3.9,,,,,conventional,PDINN,PEDOT:PSS,,
41721,10.1002/adfm.202415090,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,19.29,-5.51,-2.77,-5.68,-3.9,,100.0,,,conventional,PDINN,PEDOT:PSS,,D1-Cl
41722,10.1002/adfm.202415090,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,18.12,-5.51,-2.77,-5.68,-3.9,,,,,conventional,PDINN,PEDOT:PSS,,
41723,10.1002/adfm.202415090,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,19.39,-5.51,-2.77,-5.68,-3.9,,100.0,,,conventional,PDINN,PEDOT:PSS,,D1-Cl
41724,10.1002/adfm.202415468,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,18.13,-5.51,-2.77,-5.68,-3.9,,,,,conventional,PDINN,PEDOT:PSS,chloroform,
41726,10.1002/adfm.202415499,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,18.5,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PNDIT-F3N,PEDOT:PSS,,
41730,10.1002/adfm.202415499,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,18.55,-5.56,-3.65,-5.68,-3.9,,,,,conventional,PNDIT-F3N,PEDOT:PSS,,
41732,10.1002/adfm.202415499,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCC(CC)CCCC)c4c3n(CCC(CC)CCCC)c21,17.89,-5.51,-2.77,-5.64,-3.86,,,,,conventional,PNDIT-F3N,PEDOT:PSS,,
41734,10.1002/adfm.202415617,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,12.4,-5.56,-3.65,-5.65,-4.09,,,0.20:1,,,,,,
41735,10.1002/adfm.202415617,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,12.7,-5.56,-3.65,-5.65,-4.09,,,0.20:1,,,,,,
41736,10.1002/adfm.202415617,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,15.1,-5.56,-3.65,-5.65,-4.09,,,0.20:1,0.05 wt%,,,,,
41737,10.1002/adfm.202415617,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,13.6,-5.56,-3.65,-5.65,-4.09,,,0.30:1,,,,,,
41738,10.1002/adfm.202415617,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,13.9,-5.56,-3.65,-5.65,-4.09,,,0.30:1,,,,,,
41739,10.1002/adfm.202415617,COC(=O)C(C)(C)c1cc(C)cc(-c2sc3c4sc5cc(/C=C6/C(=O)c7cc(F)cc(c7)C(=O)/C6=C\c6cc(C(C)(C)C(=O)OC)c(-c7cc(C)cc(C(C)(C)C(=O)OC)c7)s6)sc5c4c(C(C)(C)C(=O)OC)ccc2-3)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,15.3,-5.56,-3.65,-5.65,-4.09,,,0.30:1,0.05 wt%,,,,,
41743,10.1002/adfm.202416356,CCCCCCC(CCCC)Cc1csc(-c2cc3c4nsnc4c4cc(-c5cc(CC(CCCC)CCCCCC)c(-c6cc7c(-c8cc(F)c(CC(CC)CCCC)s8)c8sccc8c(-c8cc(F)c(CC(CC)CCCC)s8)c7s6)s5)sc4c3s2)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,19.11,-5.51,-2.77,-5.68,-3.9,,,,,,PDINN,,,
